# System start time: 2018-01-12--15-25-20
# Scenario: follow_time-contrained-earth
timestamp, latitude, longitude, altitude, movement angle
184823.0, -2.544375126842677E-4, 2.0787644014889456E-4, -5.10387122631073E-4, 44.58723646812573
184824.0, -2.4477637173917117E-4, 2.1733562489030357E-4, -5.109496414661407E-4, 44.58723646810361
184825.0, -2.3511523079406657E-4, 2.2679480963170025E-4, -5.111582577228546E-4, 44.587236468060546
184826.0, -2.2545408984895536E-4, 2.36253994373084E-4, -5.110129714012146E-4, 44.5872364680163
184827.0, -2.1579294890383875E-4, 2.457131791144544E-4, -5.105147138237953E-4, 44.587236467992035
184828.0, -2.0613180795871818E-4, 2.5517236385581073E-4, -5.096625536680222E-4, 44.587236467946084
184829.0, -1.9647066701359496E-4, 2.6463154859715266E-4, -5.084564909338951E-4, 44.587236467920114
184830.0, -1.8680952606847054E-4, 2.740907333384797E-4, -5.068955942988396E-4, 44.58723646787239
