# System start time: 2018-01-27--02-18-24
# Scenario path: C:\MAK\vrforces4.5\userData\scenarios\it3903\brooklyn-simple.scnx
# Unit marking: F1-W1[c]
timestamp, distance to target
6034.000000001, 8.661262253421608
6035.000000001, 8.661262253421608
6036.000000001, 8.661262667577557
6037.000000001, 9.94568701306003
6038.000000001, 11.418301989514163
6039.000000001, 13.015385567334588
6040.000000001, 14.696414990904808
6041.000000001, 16.435652608057147
6042.000000001, 18.216433536246612
6043.000000001, 20.02767924318282
6044.000000001, 21.861819042085973
6045.000000001, 22.511266694494772
6046.000000001, 24.368198062574056
6047.000000001, 26.237811167433644
6048.000000001, 28.11757640234771
6049.000000001, 30.00558581686791
6050.000000001, 31.900375659361433
6051.000000001, 33.80080566825952
6052.000000001, 35.705973782368815
6053.000000001, 37.61516609919077
6054.000000001, 39.52779513302933
6055.000000001, 41.443385077159725
6056.000000001, 43.36154351552018
6057.000000001, 45.28194404270519
6058.000000001, 47.204313015969184
6059.000000001, 49.128419363204415
6060.000000001, 51.054066653576335
6061.000000001, 52.981092971019
6062.000000001, 54.91179179307561
6063.000000001, 56.84753506761573
6064.000000001, 58.78671397159505
6065.000000001, 60.727876781274766
6066.000000001, 62.67021055085712
6067.000000001, 64.61322575746388
6068.000000001, 66.55664579994945
6069.000000001, 68.50023777405268
6070.000000001, 70.44414329364726
6071.000000001, 72.38807764707435
6072.000000001, 74.33208531421359
6073.000000001, 76.27614562020804
6074.000000001, 78.22023513601268
6075.000000001, 80.16437428309557
6076.000000001, 82.10852777919723
6077.000000001, 84.05269462674214
6078.000000001, 85.99687392462677
6079.000000001, 87.94106484065506
6080.000000001, 87.90674349778135
6081.000000001, 85.73240345681764
6082.000000001, 83.56305795431663
6083.000000001, 81.39909792815145
6084.000000001, 79.79850534643116
6085.000000001, 81.74441335855774
6086.000000001, 78.20248822784805
6087.000000001, 74.6661178539336
6088.000000001, 71.13613109246805
6089.000000001, 65.0416502390727
6090.000000001, 64.04557991305106
6091.000000001, 63.049633889158905
6092.000000001, 62.00360201127772
6093.000000001, 56.47871008701314
6094.000000001, 50.97725206047471
6095.000000001, 45.54328264050983
6096.000000001, 36.57231555464951
6097.000000001, 34.6576119553515
6098.000000001, 32.74641321805758
6099.000000001, 30.839370959167937
6100.000000001, 28.93730696067093
6101.000000001, 27.04127174792479
6102.000000001, 25.152628723112922
6103.000000001, 23.273177611224458
6104.000000001, 21.405339779389134
6105.000000001, 19.55244374946162
6106.000000001, 17.71917753362824
6107.000000001, 15.912327263198222
6108.000000001, 14.14202163301614
6109.000000001, 12.423892435658507
6110.000000001, 10.782909679505511
6111.000000001, 9.260177620894375
6112.000000001, 7.924162319909609
6113.000000001, 6.88444026783911
6114.000000001, 6.2897056887887395
6115.000000001, 6.267933312239061
6116.000000001, 6.824609060650555
6117.000000001, 7.837429436187478
6118.000000001, 9.156255894939827
6119.000000001, 10.668198269074813
6120.000000001, 12.302259838773542
6121.000000001, 14.01579289182444
6122.000000001, 15.782934271469259
6123.000000001, 17.587532188437308
6124.000000001, 19.41914707858267
6125.000000001, 21.27080084305554
6126.000000001, 23.137682992818277
6127.000000001, 25.01638444155463
6128.000000001, 26.904429324145006
6129.000000001, 28.799980114630348
6130.000000001, 30.7016465723652
6131.000000001, 32.60835875213402
6132.000000001, 34.51928054333129
6133.000000001, 36.433749579051266
6134.000000001, 38.35123463688124
6135.000000001, 40.07131766889245
6136.000000001, 41.99341267067612
6137.000000001, 43.91747517879137
6138.000000001, 45.84325746357765
6139.000000001, 47.77055153665168
6140.000000001, 49.69918151819993
6141.000000001, 51.628997700926696
6142.000000001, 53.55987186162818
6143.000000001, 55.491693563308814
6144.000000001, 57.42436717667757
6145.000000001, 59.357809488113915
6146.000000001, 61.29194775010259
6147.000000001, 63.22671809745403
6148.000000001, 65.16206422687789
6149.000000001, 67.09793631225641
6150.000000001, 69.03429010875274
6151.000000001, 70.97108618828564
6152.000000001, 72.90828930230681
6153.000000001, 74.84586784644031
6154.000000001, 76.7837933999467
6155.000000001, 78.7220403340957
6156.000000001, 80.66058548229246
6157.000000001, 82.59940784677643
6158.000000001, 84.53848835505737
6159.000000001, 86.47780963773313
6160.000000001, 84.81819262791001
6161.000000001, 83.15966820455918
6162.000000001, 81.5011567672143
6163.000000001, 79.84301390015779
6164.000000001, 78.18513473043738
6165.000000001, 76.52744266113501
6166.000000001, 78.46880272806861
6167.000000001, 76.81037847523658
6168.000000001, 75.15218327115231
6169.000000001, 74.61918009086035
6170.000000001, 69.36172258744894
6171.000000001, 71.3039877089555
6172.000000001, 73.24636834753855
6173.000000001, 74.28906336308114
6174.000000001, 73.198158973247
6175.000000001, 70.97433300388481
6176.000000001, 68.75070980905575
6177.000000001, 66.52732566002967
6178.000000001, 68.47037265769984
6179.000000001, 65.68047408424343
6180.000000001, 64.02360283550703
6181.000000001, 62.3668157106675
6182.000000001, 57.11036211897623
6183.000000001, 58.29056066352403
6184.000000001, 60.23402569637517
6185.000000001, 58.585441880290794
6186.000000001, 56.93528884107896
6187.000000001, 55.28573227275684
6188.000000001, 57.234413764240465
6189.000000001, 55.57983543580487
6190.000000001, 53.92536874409836
6191.000000001, 53.24466518269017
6192.000000001, 51.58841232097883
6193.000000001, 49.93275526992923
6194.000000001, 48.277058706391585
6195.000000001, 43.021894360673464
6196.000000001, 44.96597559885754
6197.000000001, 46.91008674351212
6198.000000001, 48.004308863044926
6199.000000001, 49.94833403225148
6200.000000001, 51.12255636818308
6201.000000001, 53.06665237837549
6202.000000001, 55.01077285916635
