# System start time: 2018-01-17--13-21-07 https://i.imgur.com/jiueEeG.png
# Scenario path: C:\MAK\vrforces4.5\userData\scenarios\it3903\brooklyn.scnx
# Unit marking: F1-W1[c]
timestamp, distance to target
2062.2000307301746, 162.65898195431447
2063.2000307301746, 160.44042678231617
2064.2000307301746, 157.66737795463277
2065.2000307301746, 154.89449850021413
2066.2000307301746, 152.12179767640558
2067.2000307301746, 149.3492854310436
2068.2000307301746, 146.5769724681865
2069.2000307301746, 143.80487031101381
2070.2000307301746, 141.03299139193817
2071.2000307301746, 138.26134913634937
2072.2000307301746, 135.4899580693413
2073.2000307301746, 133.55017763995326
2074.2000307301746, 130.1273649823104
2075.2000307301746, 126.70765705046203
2076.2000307301746, 123.32813560571998
2077.2000307301746, 119.94421345314903
2078.2000307301746, 116.07768233277567
2079.2000307301746, 112.23963112048477
2080.2000307301746, 107.81966216885749
2081.2000307301746, 104.6670871851089
2082.2000307301746, 101.90306191167106
2083.2000307301746, 99.14024353264409
2084.2000307301746, 96.37766874178504
2085.2000307301746, 93.61090181134519
2086.2000307301746, 90.84096291534847
2087.2000307301746, 88.0691216277078
2088.2000307301746, 85.2961467002565
2089.2000307301746, 82.52239417697132
2090.2000307301746, 79.74826423472737
2091.2000307301746, 76.97388763188957
2092.2000307301746, 74.19941098307532
2093.2000307301746, 71.42490891456002
2094.2000307301746, 68.65049106883261
2095.2000307301746, 65.87622477746325
2096.2000307301746, 63.10225719290154
2097.2000307301746, 60.32829266919168
2098.2000307301746, 57.55483475436119
2099.2000307301746, 54.781814245011184
2100.2000307301746, 52.00930110393783
2101.2000307301746, 49.23683593934343
2102.2000307301746, 46.46537837957424
2103.2000307301746, 43.69472311844108
2104.2000307301746, 40.92503309997402
2105.2000307301746, 38.1565185196396
2106.2000307301746, 35.38945524149251
2107.2000307301746, 32.62421255501726
2108.2000307301746, 29.86118675985704
2109.2000307301746, 27.095659939495647
2110.2000307301746, 24.33289052636306
